iter	MultiClass
211	0.9022402176
212	0.9021398242
213	0.901958142
214	0.9017647697
215	0.9014631024
216	0.9012335777
217	0.9010856125
218	0.9007942281
219	0.9005413774
220	0.9003336091
221	0.899960557
222	0.8997357949
223	0.8994065262
224	0.899165528
225	0.8990180498
226	0.8987559446
227	0.8984937311
228	0.8982108437
229	0.8980149818
230	0.8977632136
231	0.897455106
232	0.8973091432
233	0.8970130504
234	0.8968329376
235	0.8966411348
236	0.8964100406
237	0.8959496381
238	0.8957843543
239	0.8951457874
240	0.8949329859
241	0.8947779309
242	0.8945558748
243	0.8943641261
244	0.8940393494
245	0.8937660954
246	0.8935170873
247	0.8932327927
248	0.8930901854
249	0.8930079765
250	0.8927624321
251	0.8926102996
252	0.892372765
253	0.8922035305
254	0.8920076145
255	0.8918405448
256	0.8916419769
257	0.8914470352
258	0.8912990158
259	0.8910751196
260	0.8909204975
261	0.8907994301
262	0.8905427911
263	0.8903593228
264	0.8901493897
265	0.8899256559
266	0.8896999737
267	0.8894590837
268	0.8892188972
269	0.8889291364
270	0.8886697914
271	0.8884995826
272	0.888292572
273	0.8880272195
274	0.8878648583
275	0.8876721354
276	0.8874693462
277	0.8872630391
278	0.8870919645
279	0.8868719108
280	0.8865937859
281	0.8863849893
282	0.8862141853
283	0.8860385645
284	0.885892277
285	0.885736356
286	0.8855675544
287	0.8853419264
288	0.8851564015
289	0.8848859618
290	0.8846142231
291	0.8844693427
292	0.8842043691
293	0.8839188839
294	0.8837781708
295	0.8835874504
296	0.8834311506
297	0.8832184032
298	0.882953592
299	0.88279004
300	0.8825444415
301	0.8822824987
302	0.882131665
303	0.8819112325
304	0.881608537
305	0.8814236616
306	0.881264277
307	0.8810836771
308	0.8806794516
309	0.880443216
310	0.8802745767
311	0.8800756842
312	0.8798681865
313	0.8796344403
314	0.8794919413
315	0.8793040893
316	0.8791732261
317	0.8789842375
318	0.8787786882
319	0.8786209271
320	0.8784791857
321	0.8783244554
322	0.8780982862
323	0.8779419322
324	0.8778177259
325	0.8773590011
326	0.8771585391
327	0.876949526
328	0.8768272138
329	0.8766473175
330	0.8764248285
331	0.876281247
332	0.8756517723
333	0.8753995711
334	0.8750504944
335	0.8749031786
336	0.8746641286
337	0.8744945693
338	0.8743460088
339	0.8741509588
340	0.8739089322
341	0.8737516041
342	0.8735089823
343	0.8729130622
344	0.8727174169
345	0.8725401725
346	0.872313895
347	0.8721549974
348	0.8719824074
349	0.8718270818
350	0.871562054
351	0.8713820495
352	0.8711245986
353	0.8707861836
354	0.8705641816
355	0.8703982484
356	0.8701510804
357	0.8699781657
358	0.8698029237
359	0.8696052218
360	0.869509591
361	0.86937613
362	0.8692058672
363	0.8689083672
364	0.8687589407
365	0.8685335832
366	0.8683503315
367	0.8682062629
368	0.868088118
369	0.8679635328
370	0.8677626378
371	0.8676026037
372	0.8673896398
373	0.8671923167
374	0.8669605731
375	0.8667926915
376	0.866563708
377	0.8660641223
378	0.8658232864
379	0.8657021108
380	0.8655399119
381	0.8653216983
382	0.8650711749
383	0.8649333842
384	0.8646552594
385	0.8645098378
386	0.8642959539
387	0.8639349706
388	0.8637071778
389	0.8634486986
390	0.8633043594
391	0.863171602
392	0.862051688
393	0.8616745769
394	0.8614957089
395	0.861390607
396	0.8612160145
397	0.861095759
398	0.8609644087
399	0.8608156857
400	0.8606168473
401	0.8604539989
402	0.8603184273
403	0.8601980093
404	0.8599910528
405	0.8597357668
406	0.8594848103
407	0.859298582
408	0.8591393597
409	0.858999296
410	0.8587409792
411	0.8585352675
412	0.8583686848
413	0.8582623923
414	0.8580075392
415	0.8578257487
416	0.8574738577
417	0.8573331446
418	0.8570546408
419	0.8568137508
420	0.8565501302
421	0.8562900275
422	0.8561905541
423	0.855995017
424	0.8557300434
425	0.8554557611
426	0.8553132079
427	0.854992815
428	0.8548411154
429	0.8546987787
430	0.8545585527
431	0.8543237783
432	0.8542007084
433	0.8540958771
434	0.8539710213
435	0.8538608863
436	0.8536554451
437	0.8533625995
438	0.8531697143
439	0.8529590776
440	0.8527566131
441	0.8520176528
442	0.8518353211
443	0.8516324236
444	0.8515304607
445	0.8512745252
446	0.8509979157
447	0.8508028657
448	0.8504402047
449	0.8503372136
450	0.84993564
451	0.8496878767
452	0.8495390996
453	0.8493970335
454	0.8492523696
455	0.8489248869
456	0.8487948355
457	0.8485694781
458	0.8484025166
459	0.848264726
460	0.8480506797
461	0.8478941634
462	0.8477781833
463	0.8476210717
464	0.8474238028
465	0.8472087823
466	0.8470226622
467	0.8468739392
468	0.8464849216
469	0.846325104
470	0.8461726468
471	0.8460020592
472	0.8458247065
473	0.845675713
474	0.8454744933
475	0.8452556844
476	0.845046996
477	0.8449089348
478	0.8446938061
479	0.8445698703
480	0.8443611279
481	0.8441794456
482	0.8440316968
483	0.8438731781
484	0.8437308955
485	0.8435251837
486	0.8433882591
487	0.8432586948
488	0.8430865377
489	0.8428118765
490	0.8425733678
491	0.8424311393
492	0.8422569798
493	0.8421007883
494	0.8418491283
495	0.8416211189
496	0.8413485143
497	0.8411805245
498	0.8410182715
499	0.8407819276
500	0.8406269267
501	0.840469328
502	0.8400450239
503	0.8397460626
504	0.8395278491
505	0.8393953081
506	0.8392217439
507	0.8390795155
508	0.8389245687
509	0.8387093317
510	0.8386256616
511	0.8383816867
512	0.8381871779
513	0.8380103123
514	0.8378845906
515	0.8376462983
516	0.8374605029
517	0.8373498808
518	0.8369670329
519	0.8367911415
520	0.8365250855
521	0.8363427538
522	0.836201283
523	0.8360801073
524	0.8358849491
525	0.8356477934
526	0.8353699391
527	0.8351599518
528	0.8350107959
529	0.8349034751
530	0.8347237953
531	0.8345586198
532	0.8343078798
533	0.8341510389
534	0.8339444071
535	0.8337242993
536	0.8335770376
537	0.8334286935
538	0.8332584848
539	0.8330660867
540	0.8328203258
541	0.8325914505
542	0.8324201594
543	0.8321976162
544	0.8320530605
545	0.8319138628
546	0.8317481461
547	0.8316049434
548	0.8314044272
549	0.8312339479
550	0.8310099976
551	0.8308635477
552	0.8306982639
553	0.830559878
554	0.8303016153
555	0.830190939
556	0.8300157512
557	0.8298709791
558	0.8297376805
559	0.829588741
560	0.8293918509
561	0.829226946
562	0.8291431135
563	0.8287858645
564	0.8286949422
565	0.8285574763
566	0.8284098899
567	0.828274643
568	0.8280924736
569	0.8279767642
570	0.827800061
571	0.8276642187
572	0.8275406076
573	0.827342581
574	0.8271535384
575	0.826997455
576	0.8268438072
577	0.8265904153
578	0.8263228439
579	0.8261929008
580	0.8259653785
581	0.8257836421
582	0.8255817188
583	0.8254800265
584	0.8252149447
585	0.8249964605
586	0.8248121264
587	0.8246583161
588	0.8245272364
589	0.8243575689
590	0.8242067353
591	0.8240694859
592	0.8238544113
593	0.8235428941
594	0.8233884885
595	0.8232501567
596	0.8231379651
597	0.8226766967
598	0.8224832703
599	0.822335305
600	0.8221826313
601	0.8220151827
602	0.8217627109
603	0.8215684727
604	0.8213513416
605	0.8210544369
606	0.8209316377
607	0.8208067819
608	0.8206231512
609	0.8204603029
610	0.820139044
611	0.8199660752
612	0.8198747199
613	0.8197141446
614	0.8194306077
615	0.8192628885
616	0.8191390609
617	0.8190013244
618	0.8188411821
619	0.8186846658
620	0.8184467524
621	0.8182811439
622	0.8181416756
623	0.8179881901
624	0.8178430932
625	0.8175238368
626	0.8173717584
627	0.8171788191
628	0.8169503226
629	0.8167666379
630	0.8166362618
631	0.8165274256
632	0.8164146928
633	0.8163063978
634	0.8161812173
635	0.8160432102
636	0.8158376608
637	0.8157175676
638	0.8156112751
639	0.815449455
640	0.8152862819
641	0.8151044914
642	0.8149695692
643	0.8148210627
644	0.8146136191
645	0.8143737574
646	0.8141752437
647	0.8139552441
648	0.8137864425
649	0.8136458377
650	0.813524662
651	0.8132827978
652	0.8131645447
653	0.8129856226
654	0.8128792759
655	0.8126423908
656	0.8125102829
657	0.8123700027
658	0.8121885369
659	0.8119534378
660	0.8118135365
661	0.8116352638
662	0.8114832396
663	0.8113595744
664	0.8108872113
665	0.810725283
666	0.8105699032
667	0.8104144694
668	0.8102882064
669	0.8101549078
670	0.8099649451
671	0.8098530241
672	0.8097101462
673	0.8095202917
674	0.8093773597
675	0.8092322087
676	0.8090916038
677	0.8089174443
678	0.8088022219
679	0.8086276294
680	0.8085012582
681	0.8083132438
682	0.8081391925
683	0.8079224402
684	0.807801427
685	0.8075541507
686	0.8071173989
687	0.8069648334
688	0.8067790921
689	0.8066351859
690	0.8065194223
691	0.8064076636
692	0.8062608349
693	0.806117524
694	0.8059629561
695	0.805798863
696	0.8056261647
697	0.8055220911
698	0.8053814321
699	0.8052153365
700	0.8050922125
701	0.8049559914
702	0.8047051974
703	0.8045904621
704	0.8044330799
705	0.8042706645
706	0.8041277324
707	0.8040382172
708	0.8039174746
709	0.8037925646
710	0.8033710206
711	0.8033022336
712	0.8031426866
713	0.8030314691
714	0.8027041487
715	0.8025641933
716	0.8024324642
717	0.8022456946
718	0.8020299165
719	0.8018765933
720	0.8017640769
721	0.8017108224
722	0.8015566875
723	0.8013545477
724	0.8011718912
725	0.8010548288
726	0.8008308784
727	0.8006766893
728	0.8005373292
729	0.8003994304
730	0.8002968722
731	0.8000690252
732	0.7999444941
733	0.7997810504
734	0.7996747038
735	0.7995770164
736	0.7994271028
737	0.7993105815
738	0.799095074
739	0.7989454851
740	0.7988364325
741	0.7986833258
742	0.7985518132
743	0.7983977864
744	0.7982162124
745	0.7980149385
746	0.7978494383
747	0.7976684054
748	0.7975399777
749	0.7973756681
750	0.797263747
751	0.7971000327
752	0.7969633787
753	0.796780614
754	0.796659276
755	0.7964759701
756	0.7962618156
757	0.7960623818
758	0.7959311398
759	0.7957253739
760	0.7955377384
761	0.7953855518
762	0.7952794216
763	0.7951938572
764	0.795014015
765	0.7949289377
766	0.7947755063
767	0.7946065423
768	0.7944946754
769	0.7943015737
770	0.7942025334
771	0.7940090528
772	0.7938285071
773	0.7936435776
774	0.7935575802
775	0.7933856396
776	0.7932279327
777	0.7930261177
778	0.792886054
779	0.792685159
780	0.7924481656
781	0.7922944095
782	0.7921063951
783	0.7920121715
784	0.791822317
785	0.791712669
786	0.7915247629
787	0.7913855652
788	0.7911708153
789	0.79102193
790	0.7908072343
791	0.7906733404
792	0.7905366863
793	0.7903826054
794	0.7901571939
795	0.7899898535
796	0.7898415094
797	0.7896860214
798	0.789562248
799	0.7894471339
800	0.789321358
801	0.7891154839
802	0.7889762862
803	0.7888721043
804	0.7887555831
805	0.7886128675
806	0.7884843315
807	0.7883184524
808	0.7881758451
809	0.7880258774
810	0.7878249282
811	0.7876553689
812	0.7874887321
813	0.7873750792
814	0.7871183861
815	0.7869959115
816	0.7868921627
817	0.7867922564
818	0.7866729749
819	0.7864840405
820	0.7863063091
821	0.7862401739
822	0.7861352344
823	0.7859812618
824	0.7858676089
825	0.7857204013
826	0.7855318458
827	0.7854237673
828	0.7853049188
829	0.7851805501
830	0.7850359944
831	0.7848436504
832	0.7844781211
833	0.7843138656
834	0.7841999962
835	0.7840779005
836	0.7839507716
837	0.7837922529
838	0.7836123025
839	0.7834930211
840	0.783404913
841	0.7832960227
842	0.7830882544
843	0.7829037037
844	0.7827472957
845	0.782572595
846	0.7824463861
847	0.7823559509
848	0.7821925613
849	0.7819598976
850	0.7818628597
851	0.7817316718
852	0.7816407495
853	0.7815018223
854	0.7813807008
855	0.7812118451
856	0.7810881799
857	0.7809181335
858	0.7807733073
859	0.7806542965
860	0.7805520089
861	0.7804508037
862	0.7803042456
863	0.7801320344
864	0.77981727
865	0.7796261166
866	0.7794928721
867	0.7793470717
868	0.7791946686
869	0.7790674315
870	0.7789287749
871	0.7787385416
872	0.7786472405
873	0.7785138877
874	0.7783338832
875	0.7782351675
876	0.7781321222
877	0.7779856183
878	0.7778977808
879	0.7777513309
880	0.7775233216
881	0.7773901853
882	0.7772879518
883	0.7771631501
884	0.7769803313
885	0.7768903291
886	0.7767301326
887	0.7766141525
888	0.7765232843
889	0.7763283426
890	0.7762045691
891	0.7760784144
892	0.7759079351
893	0.7758000731
894	0.7756311091
895	0.7755384549
896	0.77543016
897	0.7752477741
898	0.7750384904
899	0.7748710418
900	0.7747455907
901	0.7746524494
902	0.7745255912
903	0.7743872052
904	0.7742507135
905	0.7741157372
906	0.7739824386
907	0.7738629948
908	0.7736964121
909	0.7735976965
910	0.7735176524
911	0.7733911188
912	0.7732328707
913	0.7730475623
914	0.7728854175
915	0.7727410784
916	0.7725779594
917	0.7722955049
918	0.7721397463
919	0.7720217097
920	0.7719084356
921	0.7718100988
922	0.7716913044
923	0.7715961607
924	0.7715075656
925	0.7711570276
926	0.7709886048
927	0.7708869667
928	0.7706951639
929	0.7705342639
930	0.7704218557
931	0.7703131278
932	0.7700366807
933	0.7698578127
934	0.7697117957
935	0.7695974393
936	0.7694942857
937	0.7693773856
938	0.769166316
939	0.7690302572
940	0.7688590202
941	0.7688024643
942	0.768645461
943	0.7685218499
944	0.7683754542
945	0.7682939488
946	0.7681769946
947	0.7680966257
948	0.7679199226
949	0.7676875294
950	0.7675796674
951	0.7674735373
952	0.7672872006
953	0.7671810164
954	0.7669570119
955	0.7667977896
956	0.7666750445
957	0.7665771948
958	0.7664733918
959	0.7662819137
960	0.7660892991
961	0.7659554052
962	0.7658943574
963	0.7657372999
964	0.7656031895
965	0.7653956918
966	0.7652428016
967	0.7651227624
968	0.7649548809
969	0.7648491296
970	0.7647051151
971	0.7645930858
972	0.7644701242
973	0.7642684715
974	0.7641037289
975	0.7639390946
976	0.7637752721
977	0.7636379686
978	0.7635403353
979	0.7634427562
980	0.7633104859
981	0.7631771331
982	0.7630167202
983	0.7628280564
984	0.7627654932
985	0.7626023201
986	0.7622496173
987	0.7621522546
988	0.7620345968
989	0.7617832615
990	0.7616470946
991	0.7615406938
992	0.7614180569
993	0.7612500671
994	0.7610658953
995	0.7609492117
996	0.7608641885
997	0.7607821419
998	0.7606774189
999	0.7605629001
1000	0.7604237023
1001	0.7602571738
1002	0.7600648839
1003	0.7599375385
1004	0.7597931452
1005	0.7596330029
1006	0.7595360732
1007	0.7593524426
1008	0.7592273162
1009	0.7591607481
1010	0.7590444433
1011	0.7589456194
1012	0.7588210883
1013	0.7586781021
1014	0.7585700236
1015	0.7584531235
1016	0.7582638644
1017	0.7581215276
1018	0.7580171293
1019	0.7578332281
1020	0.7577204412
1021	0.7575599741
1022	0.7574352806
1023	0.7572948922
1024	0.7571633255
1025	0.7570515127
1026	0.7569363985
1027	0.7568113804
1028	0.7566699096
1029	0.7565108496
1030	0.7563661857
1031	0.7562307223
1032	0.7561399623
1033	0.755880942
1034	0.7557664232
1035	0.7555587631
1036	0.7554262763
1037	0.7553089432
1038	0.755194262
1039	0.7550009439
1040	0.7548759257
1041	0.7546876948
1042	0.7545829718
1043	0.7543703868
1044	0.7541063873
1045	0.7539328231
1046	0.7538034753
1047	0.7535694045
1048	0.7534173802
1049	0.7533027531
1050	0.7531971101
1051	0.7529726185
1052	0.7528646483
1053	0.7527132734
1054	0.7526174803
1055	0.7525371115
1056	0.752454686
1057	0.7523107257
1058	0.752196694
1059	0.7519919564
1060	0.7518809013
1061	0.7516645278
1062	0.7515936301
1063	0.7514886906
1064	0.7512691781
1065	0.7511357171
1066	0.7510277469
1067	0.7507924313
1068	0.7506645988
1069	0.7505248058
1070	0.7503958368
1071	0.7503270497
1072	0.7501808163
1073	0.7500741991
1074	0.7498697321
1075	0.7497868196
1076	0.7496283009
1077	0.7495175164
1078	0.7493778316
1079	0.7492492414
1080	0.7490685333
1081	0.7489439481
1082	0.748795604
1083	0.7486916928
1084	0.748592436
1085	0.748497617
1086	0.7483382323
1087	0.748187074
1088	0.7480482551
1089	0.7479288654
1090	0.7478185139
1091	0.747686893
1092	0.7475773532
1093	0.7474018407
1094	0.7472345545
1095	0.7471771327
1096	0.7469983729
1097	0.7468776303
1098	0.7467454682
1099	0.7466495127
1100	0.7465000862
1101	0.7463717666
1102	0.7462604409
1103	0.7461286577
1104	0.746014193
1105	0.7458045846
1106	0.7456363242
1107	0.745518937
1108	0.7453800098
1109	0.7452563446
1110	0.7451470755
1111	0.7450710363
1112	0.7449106775
1113	0.7447888524
1114	0.7446740089
1115	0.7445910964
1116	0.7445192786
1117	0.7443929074
1118	0.7442836923
1119	0.7441771833
1120	0.7440491885
1121	0.7439635159
1122	0.7438269159
1123	0.7437255484
1124	0.7436263457
1125	0.743452565
1126	0.7432818691
1127	0.7431342286
1128	0.7430242559
1129	0.7429053533
1130	0.7427603647
1131	0.7426374031
1132	0.742535332
1133	0.7424303384
1134	0.7423324886
1135	0.7422277656
1136	0.7420851042
1137	0.7419411979
1138	0.7418418328
1139	0.741692244
1140	0.7416058678
1141	0.7414589849
1142	0.7413486334
1143	0.7412398513
1144	0.7410834974
1145	0.7409611853
1146	0.7408564622
1147	0.7407603985
1148	0.7406777025
1149	0.7405596658
1150	0.7403778753
1151	0.7402934474
1152	0.7401664268
1153	0.7401052707
1154	0.7399859352
1155	0.7398858665
1156	0.739746777
1157	0.7396057392
1158	0.739521149
1159	0.7393775134
1160	0.7393132724
1161	0.7392073046
1162	0.7391057206
1163	0.7389069362
1164	0.7387905773
1165	0.7385651658
1166	0.7383578845
1167	0.7382585735
1168	0.7381117448
1169	0.7376637901
1170	0.7375670227
1171	0.7374114265
1172	0.737248957
1173	0.7371674516
1174	0.7370002195
1175	0.7368371005
1176	0.7367152213
1177	0.7366136373
1178	0.7365210914
1179	0.7363952073
1180	0.736275547
1181	0.7361741794
1182	0.7360393655
1183	0.7359306917
1184	0.7358829033
1185	0.7357429479
1186	0.7356709136
1187	0.7355390762
1188	0.7353911651
1189	0.735288174
1190	0.7351439971
1191	0.7350219556
1192	0.7349002387
1193	0.7348180298
1194	0.7346984778
1195	0.7345619861
1196	0.7345027783
1197	0.7344017896
1198	0.734269844
1199	0.7341061297
1200	0.7339391682
1201	0.7338567969
1202	0.733714839
1203	0.7336040545
1204	0.7334994397
1205	0.7334052161
1206	0.7333150515
1207	0.733181807
1208	0.7331003557
1209	0.7329916278
1210	0.7329152097
1211	0.7328294289
1212	0.7326881746
1213	0.7325853457
1214	0.7324889031
1215	0.7323022959
1216	0.7321846922
1217	0.7320838118
1218	0.731963935
1219	0.7317811162
1220	0.731674066
1221	0.7315745385
1222	0.7314944944
1223	0.7311308593
1224	0.7309948005
1225	0.7308924588
1226	0.7306985453
1227	0.7306158493
1228	0.7304846614
1229	0.7303290111
1230	0.7302427972
1231	0.7301462464
1232	0.7300515356
1233	0.7299086577
1234	0.729809022
1235	0.7296996987
1236	0.7296213324
1237	0.729502971
1238	0.7293530574
1239	0.7292253332
1240	0.7290571269
1241	0.728996945
1242	0.7288866476
1243	0.728655824
1244	0.7285455265
1245	0.7284736546
1246	0.7283523166
1247	0.7281940144
1248	0.7280151464
1249	0.7279459263
1250	0.7278317864
1251	0.7277500645
1252	0.7276529725
1253	0.7275045201
1254	0.7273628329
1255	0.7272431726
1256	0.7271096034
1257	0.7270103465
1258	0.7269259728
1259	0.7267987357
1260	0.7266026574
1261	0.7265140081
1262	0.7264005717
1263	0.7262953075
1264	0.7262114208
1265	0.7260383437
1266	0.7259628457
1267	0.725814231
1268	0.7256729226
1269	0.7256177197
1270	0.7255232255
1271	0.7253886821
1272	0.7252850956
1273	0.7251393493
1274	0.7249634038
1275	0.7248288063
1276	0.7246909074
1277	0.7246081573
1278	0.7245011071
1279	0.7244099142
1280	0.7242589723
1281	0.7241583083
1282	0.7240208965
1283	0.7239187713
1284	0.7238268748
1285	0.7236931974
1286	0.7235037759
1287	0.7233669053
1288	0.7232371787
1289	0.7231589205
1290	0.7229959098
1291	0.7228785226
1292	0.7227966925
1293	0.7227056078
1294	0.7225414606
1295	0.7224187696
1296	0.7223018694
1297	0.7222418499
1298	0.7221164529
1299	0.7220182784
1300	0.7219263819
1301	0.7217808521
1302	0.7216411673
1303	0.7214534776
1304	0.7213392835
1305	0.7212161055
1306	0.7210930356
1307	0.7209917763
1308	0.7208952796
1309	0.7208185368
1310	0.7207608444
1311	0.7206767413
1312	0.7205437674
1313	0.7204663752
1314	0.7203807567
1315	0.7202849094
1316	0.7201771015
1317	0.7201045801
1318	0.7200284868
1319	0.7199284723
1320	0.7198584946
1321	0.7197260078
1322	0.7196366008
1323	0.7195552578
1324	0.7194161683
1325	0.7192832486
1326	0.7191704075
1327	0.7190108063
1328	0.7189412075
1329	0.7188382163
1330	0.718712711
1331	0.7185744333
1332	0.7184784778
1333	0.7183632554
1334	0.7182437575
1335	0.7181227443
1336	0.7180179671
1337	0.7179002011
1338	0.7178065727
1339	0.7177389222
1340	0.7175714195
1341	0.7174124678
1342	0.7173300424
1343	0.7172246699
1344	0.7170231254
1345	0.7169421072
1346	0.7168298073
1347	0.7167439182
1348	0.7166098619
1349	0.7164953972
1350	0.7164454981
1351	0.7163113877
1352	0.7160793193
1353	0.7159756246
1354	0.7158988277
1355	0.7158008156
1356	0.715683699
1357	0.7155961322
1358	0.7155071582
1359	0.7153959407
1360	0.715266647
1361	0.7151404382
1362	0.715057201
1363	0.7149952872
1364	0.7148874252
1365	0.7147998583
1366	0.7146873961
1367	0.7145782352
1368	0.7144821173
1369	0.7143903291
1370	0.7142638496
1371	0.7141903541
1372	0.7141011636
1373	0.7140090507
1374	0.7139093067
1375	0.7137618286
1376	0.7136193295
1377	0.7134902523
1378	0.7134139425
1379	0.7133274039
1380	0.7131602259
1381	0.7130918718
1382	0.7130013283
1383	0.7128957935
1384	0.7127767827
1385	0.7126019196
1386	0.7125017427
1387	0.7123453888
1388	0.7122821761
1389	0.7121856253
1390	0.7121001691
1391	0.7119826195
1392	0.7118442336
1393	0.7117213261
1394	0.7115775823
1395	0.7114548372
1396	0.7113983895
1397	0.71128176
1398	0.7112214699
1399	0.7111232954
1400	0.7110188971
1401	0.7108879257
1402	0.7107200982
1403	0.7106072572
1404	0.7105092992
1405	0.7102781508
1406	0.7101969702
1407	0.7100943038
1408	0.709954186
1409	0.709864779
1410	0.7097822454
1411	0.7096323859
1412	0.7095537489
1413	0.7094644502
1414	0.709325036
1415	0.7092480227
1416	0.7091240328
1417	0.7090124906
1418	0.7089264391
1419	0.7088434725
1420	0.7087648355
1421	0.7086525897
1422	0.7084939086
1423	0.7083985484
1424	0.7083151489
1425	0.7082162709
1426	0.7080341556
1427	0.7078794794
1428	0.7077222596
1429	0.7075483707
1430	0.707427628
1431	0.7073309148
1432	0.707189011
1433	0.706771959
1434	0.7066480774
1435	0.7065586163
1436	0.7064691011
1437	0.7063606979
1438	0.7062696132
1439	0.7060953455
1440	0.7059524675
1441	0.7058332944
1442	0.7057092503
1443	0.7055813097
1444	0.7054405966
1445	0.7053173102
1446	0.7051952145
1447	0.7051402282
1448	0.7050493059
1449	0.7049622261
1450	0.70483277
1451	0.7047358404
1452	0.7046625613
1453	0.7045314816
1454	0.7043120774
1455	0.7042249435
1456	0.7041184345
1457	0.7040502969
1458	0.7039512024
1459	0.7038581694
1460	0.7037565313
1461	0.7036572203
1462	0.7034689894
1463	0.703358259
1464	0.7032059642
1465	0.7030925277
1466	0.702970865
1467	0.7028685774
1468	0.7027530844
1469	0.7026079334
1470	0.7024794516
1471	0.7023898823
1472	0.7023068615
1473	0.7021772972
1474	0.7020521708
1475	0.7019577306
1476	0.7018102525
1477	0.7016718124
1478	0.7015610279
1479	0.7014791978
1480	0.7013765855
1481	0.7013036312
1482	0.7011490632
1483	0.701019066
1484	0.7009389677
1485	0.700821797
1486	0.7007312536
1487	0.7006271259
1488	0.7005661321
1489	0.700395761
1490	0.700269011
1491	0.7001961108
1492	0.7000411099
1493	0.6998287413
1494	0.6996896518
1495	0.6995959694
1496	0.6994858884
1497	0.6993101053
1498	0.699215611
1499	0.6991416284
1500	0.6990294909
1501	0.6989538846
1502	0.6988184212
1503	0.6987312873
1504	0.6986429628
1505	0.6985325571
1506	0.6984495905
1507	0.6983475194
1508	0.6982608185
1509	0.6981427818
1510	0.6980657143
1511	0.6979321992
1512	0.6977701627
1513	0.6976126722
